,state,date,m50,cases,deaths,difference,new_cases
5196,Iowa,2020-06-25,7.551,27384,702,1.0,487.0
5197,Iowa,2020-06-26,7.688,27828,704,1.0,444.0
5198,Iowa,2020-06-27,7.433,28203,704,1.0,375.0
5199,Iowa,2020-06-28,5.541,28520,706,1.0,317.0
5200,Iowa,2020-06-29,6.3389999999999995,28874,712,1.0,354.0
5201,Iowa,2020-06-30,6.919,29152,717,1.0,278.0
5202,Iowa,2020-07-01,7.212000000000001,29618,717,1.0,466.0
5203,Iowa,2020-07-02,8.032,30259,719,1.0,641.0
5204,Iowa,2020-07-03,7.92,30631,721,1.0,372.0
5205,Iowa,2020-07-04,5.572,31167,721,1.0,536.0
5206,Iowa,2020-07-05,4.817,31612,721,1.0,445.0
5207,Iowa,2020-07-06,6.372000000000001,31764,725,1.0,152.0
5208,Iowa,2020-07-07,6.946000000000001,32153,732,1.0,389.0
5209,Iowa,2020-07-08,7.2170000000000005,32716,739,1.0,563.0
5210,Iowa,2020-07-09,6.791,33316,742,1.0,600.0
5211,Iowa,2020-07-10,8.791,34232,748,1.0,916.0
5212,Iowa,2020-07-11,6.997000000000001,34695,748,1.0,463.0
5213,Iowa,2020-07-12,6.292000000000001,35410,752,1.0,715.0
5214,Iowa,2020-07-13,6.667999999999999,35631,755,1.0,221.0
5215,Iowa,2020-07-14,6.513,35942,759,1.0,311.0
5216,Iowa,2020-07-15,6.148,36536,777,1.0,594.0
5217,Iowa,2020-07-16,7.051,37414,781,1.0,878.0
5218,Iowa,2020-07-17,7.1770000000000005,37903,785,1.0,489.0
5219,Iowa,2020-07-18,5.922999999999999,38314,790,1.0,411.0
5220,Iowa,2020-07-19,4.649,38813,793,1.0,499.0
5221,Iowa,2020-07-20,5.742999999999999,39343,798,1.0,530.0
5222,Iowa,2020-07-21,5.778,39721,808,1.0,378.0
5223,Iowa,2020-07-22,6.347,40208,814,1.0,487.0
5224,Iowa,2020-07-23,6.1979999999999995,40796,820,1.0,588.0
5225,Iowa,2020-07-24,7.7589999999999995,41434,826,1.0,638.0
5226,Iowa,2020-07-25,5.784,41886,826,1.0,452.0
5227,Iowa,2020-07-26,4.0,42357,829,1.0,471.0
5228,Iowa,2020-07-27,5.667999999999999,42696,836,1.0,339.0
5229,Iowa,2020-07-28,6.235,42928,839,1.0,232.0
5230,Iowa,2020-07-29,5.931,43623,854,1.0,695.0
5231,Iowa,2020-07-30,6.385,44285,865,1.0,662.0
5232,Iowa,2020-07-31,7.352,44753,872,1.0,468.0
5233,Iowa,2020-08-01,6.4079999999999995,45293,874,1.0,540.0
5234,Iowa,2020-08-02,3.85,45723,878,1.0,430.0
5235,Iowa,2020-08-03,5.169,45905,884,1.0,182.0
5236,Iowa,2020-08-04,6.082999999999999,46231,888,1.0,326.0
5237,Iowa,2020-08-05,6.402,46836,900,1.0,605.0
5238,Iowa,2020-08-06,5.9270000000000005,47559,912,1.0,723.0
5239,Iowa,2020-08-07,7.99,47920,915,1.0,361.0
5240,Iowa,2020-08-08,6.692,48311,926,1.0,391.0
5241,Iowa,2020-08-09,4.041,48919,931,1.0,608.0
5242,Iowa,2020-08-10,5.74,49164,935,1.0,245.0
5243,Iowa,2020-08-11,7.4879999999999995,49521,946,1.0,357.0
5244,Iowa,2020-08-12,7.042000000000001,49973,953,1.0,452.0
5245,Iowa,2020-08-13,6.898,50678,964,1.0,705.0
5246,Iowa,2020-08-14,7.7170000000000005,51272,972,1.0,594.0
5247,Iowa,2020-08-15,7.337999999999999,52065,975,1.0,793.0
5248,Iowa,2020-08-16,4.688,52447,975,1.0,382.0
5249,Iowa,2020-08-17,5.53,52829,987,1.0,382.0
5250,Iowa,2020-08-18,6.239,53201,1002,1.0,372.0
5251,Iowa,2020-08-19,6.087999999999999,53541,1011,1.0,340.0
5252,Iowa,2020-08-20,6.7139999999999995,54533,1016,1.0,992.0
5253,Iowa,2020-08-21,8.211,55331,1030,1.0,798.0
5254,Iowa,2020-08-22,6.558,55996,1033,1.0,665.0
5255,Iowa,2020-08-23,4.7989999999999995,56441,1037,1.0,445.0
5256,Iowa,2020-08-24,5.9,56941,1047,1.0,500.0
5257,Iowa,2020-08-25,6.185,57606,1059,1.0,665.0
5258,Iowa,2020-08-26,6.175,58864,1077,1.0,1258.0
5259,Iowa,2020-08-27,6.332000000000001,61484,1091,1.0,2620.0
5260,Iowa,2020-08-28,7.566,62828,1108,1.0,1344.0
5261,Iowa,2020-08-29,6.718,63836,1110,1.0,1008.0
5262,Iowa,2020-08-30,4.603,64599,1113,1.0,763.0
5263,Iowa,2020-08-31,5.261,65252,1120,1.0,653.0
5264,Iowa,2020-09-01,6.148,65846,1125,1.0,594.0
5265,Iowa,2020-09-02,6.479,66463,1134,1.0,617.0
5266,Iowa,2020-09-03,6.78,67693,1137,1.0,1230.0
5267,Iowa,2020-09-04,8.014,68757,1158,1.0,1064.0
5268,Iowa,2020-09-05,6.235,69690,1165,1.0,933.0
5269,Iowa,2020-09-06,3.838,70210,1167,1.0,520.0
5270,Iowa,2020-09-07,4.086,70537,1170,1.0,327.0
5271,Iowa,2020-09-08,5.026,71018,1185,1.0,481.0
5272,Iowa,2020-09-09,5.381,71594,1204,1.0,576.0
5273,Iowa,2020-09-10,5.62,72548,1208,1.0,954.0
5274,Iowa,2020-09-11,6.757999999999999,73399,1216,1.0,851.0
5275,Iowa,2020-09-12,5.399,74204,1218,1.0,805.0
5276,Iowa,2020-09-13,4.504,74675,1220,1.0,471.0
5277,Iowa,2020-09-14,5.986000000000001,75069,1233,1.0,394.0
5278,Iowa,2020-09-15,6.034,75722,1234,1.0,653.0
5279,Iowa,2020-09-16,6.3260000000000005,76680,1248,1.0,958.0
5280,Iowa,2020-09-17,6.8,77865,1257,1.0,1185.0
5281,Iowa,2020-09-18,8.361,78839,1264,1.0,974.0
5282,Iowa,2020-09-19,6.984,79785,1265,1.0,946.0
5283,Iowa,2020-09-20,4.783,80410,1265,1.0,625.0
5284,Iowa,2020-09-21,5.502999999999999,81006,1284,1.0,596.0
5285,Iowa,2020-09-22,6.0489999999999995,81674,1293,1.0,668.0
5286,Iowa,2020-09-23,6.104,82956,1298,1.0,1282.0
5287,Iowa,2020-09-24,6.659,83993,1303,1.0,1037.0
5288,Iowa,2020-09-25,7.84,85031,1312,1.0,1038.0
5289,Iowa,2020-09-26,7.3,85908,1314,1.0,877.0
5290,Iowa,2020-09-27,4.006,86624,1316,1.0,716.0
5291,Iowa,2020-09-28,6.091,87256,1324,1.0,632.0
5292,Iowa,2020-09-29,7.044,88234,1341,1.0,978.0
5293,Iowa,2020-09-30,6.957000000000001,89248,1358,1.0,1014.0
5294,Iowa,2020-10-01,7.938,90483,1366,1.0,1235.0
5295,Iowa,2020-10-02,8.574,91483,1377,1.0,1000.0
5296,Iowa,2020-10-03,6.252999999999999,92302,1381,1.0,819.0
5297,Iowa,2020-10-04,4.343,92744,1387,1.0,442.0
5298,Iowa,2020-10-05,5.605,93261,1399,1.0,517.0
5299,Iowa,2020-10-06,6.506,93909,1414,1.0,648.0
5300,Iowa,2020-10-07,6.426,95205,1419,1.0,1296.0
5301,Iowa,2020-10-09,8.043,98023,1454,2.0,2818.0
5302,Iowa,2020-10-10,7.568,99099,1460,1.0,1076.0
5303,Iowa,2020-10-11,5.085,99941,1462,1.0,842.0
5304,Iowa,2020-10-12,5.843,100451,1481,1.0,510.0
5305,Iowa,2020-10-13,6.316,101531,1491,1.0,1080.0
5306,Iowa,2020-10-14,6.306,102905,1505,1.0,1374.0
5307,Iowa,2020-10-15,6.78,104232,1516,1.0,1327.0
5308,Iowa,2020-10-16,8.08,105746,1524,1.0,1514.0
5309,Iowa,2020-10-17,7.666,106698,1528,1.0,952.0
5310,Iowa,2020-10-18,3.753,107334,1532,1.0,636.0
5311,Iowa,2020-10-19,5.575,108114,1548,1.0,780.0
5312,Iowa,2020-10-20,5.82,109210,1576,1.0,1096.0
5313,Iowa,2020-10-21,6.245,110444,1594,1.0,1234.0
5314,Iowa,2020-10-22,5.697,112242,1617,1.0,1798.0
5315,Iowa,2020-10-23,7.516,113596,1629,1.0,1354.0
5316,Iowa,2020-10-24,5.595,114952,1634,1.0,1356.0
5317,Iowa,2020-10-25,2.184,116238,1635,1.0,1286.0
5318,Iowa,2020-10-26,4.553999999999999,117198,1657,1.0,960.0
5319,Iowa,2020-10-27,5.477,118852,1680,1.0,1654.0
5320,Iowa,2020-10-28,5.926,120911,1691,1.0,2059.0
5321,Iowa,2020-10-29,6.202000000000001,123232,1705,1.0,2321.0
5322,Iowa,2020-10-30,7.6129999999999995,125973,1714,1.0,2741.0
5323,Iowa,2020-10-31,5.435,128798,1716,1.0,2825.0
5324,Iowa,2020-11-01,3.0589999999999997,131097,1733,1.0,2299.0
5325,Iowa,2020-11-02,5.112,132697,1755,1.0,1600.0
5326,Iowa,2020-11-03,5.5329999999999995,134576,1780,1.0,1879.0
5327,Iowa,2020-11-04,6.0520000000000005,137315,1801,1.0,2739.0
5328,Iowa,2020-11-05,5.517,142795,1814,1.0,5480.0
5329,Iowa,2020-11-06,6.683,146267,1828,1.0,3472.0
5330,Iowa,2020-11-07,5.433,150639,1842,1.0,4372.0
5331,Iowa,2020-11-08,3.3339999999999996,155583,1845,1.0,4944.0
5332,Iowa,2020-11-09,4.29,159910,1872,1.0,4327.0
5333,Iowa,2020-11-10,4.76,163827,1898,1.0,3917.0
5334,Iowa,2020-11-11,5.093999999999999,168457,1927,1.0,4630.0
5335,Iowa,2020-11-12,5.003,173401,1947,1.0,4944.0
5336,Iowa,2020-11-13,6.093999999999999,178890,1972,1.0,5489.0
5337,Iowa,2020-11-14,4.426,183557,1985,1.0,4667.0
5338,Iowa,2020-11-15,2.351,186314,1989,1.0,2757.0
5339,Iowa,2020-11-16,4.238,189597,2023,1.0,3283.0
5340,Iowa,2020-11-17,4.699,193196,2064,1.0,3599.0
5341,Iowa,2020-11-18,5.563,197532,2102,1.0,4336.0
5342,Iowa,2020-11-19,5.931,201572,2127,1.0,4040.0
5343,Iowa,2020-11-20,6.619,205918,2159,1.0,4346.0
5344,Iowa,2020-11-21,4.907,209203,2191,1.0,3285.0
5345,Iowa,2020-11-22,2.681,211664,2202,1.0,2461.0
5346,Iowa,2020-11-23,4.336,214792,2222,1.0,3128.0
5347,Iowa,2020-11-24,4.834,217786,2271,1.0,2994.0
5348,Iowa,2020-11-25,5.608,221288,2312,1.0,3502.0
5349,Iowa,2020-11-26,1.38,223323,2349,1.0,2035.0
5350,Iowa,2020-11-27,3.762,225065,2360,1.0,1742.0
5351,Iowa,2020-11-28,4.467,227181,2375,1.0,2116.0
5352,Iowa,2020-11-29,2.169,228690,2399,1.0,1509.0
5353,Iowa,2020-11-30,4.453,230634,2426,1.0,1944.0
5354,Iowa,2020-12-01,5.308,233062,2449,1.0,2428.0
5355,Iowa,2020-12-02,5.353,236159,2518,1.0,3097.0
5356,Iowa,2020-12-03,5.81,238722,2603,1.0,2563.0
5357,Iowa,2020-12-04,6.721,241531,2665,1.0,2809.0
5358,Iowa,2020-12-05,5.601,243385,2682,1.0,1854.0
5359,Iowa,2020-12-06,3.1630000000000003,244689,2717,1.0,1304.0
5360,Iowa,2020-12-07,4.752,245985,2723,1.0,1296.0
5361,Iowa,2020-12-08,6.141,246237,2915,1.0,252.0
5362,Iowa,2020-12-09,5.176,248782,3017,1.0,2545.0
5363,Iowa,2020-12-10,4.877,251027,3116,1.0,2245.0
5364,Iowa,2020-12-19,6.0889999999999995,266959,3533,9.0,15932.0
5365,Iowa,2020-12-20,4.777,267329,3589,1.0,370.0
5366,Iowa,2020-12-21,6.3629999999999995,268736,3589,1.0,1407.0
5367,Iowa,2020-12-22,6.431,270294,3653,1.0,1558.0
5368,Iowa,2020-12-23,5.274,272112,3668,1.0,1818.0
5369,Iowa,2020-12-24,4.2860000000000005,273661,3739,1.0,1549.0
5370,Iowa,2020-12-25,0.8740000000000001,274266,3744,1.0,605.0
5371,Iowa,2020-12-26,4.39,274793,3744,1.0,527.0
5372,Iowa,2020-12-27,2.242,275299,3745,1.0,506.0
5373,Iowa,2020-12-28,5.422999999999999,276649,3745,1.0,1350.0
5374,Iowa,2020-12-29,2.119,278310,3812,1.0,1661.0
5375,Iowa,2020-12-30,3.056,280067,3822,1.0,1757.0
5376,Iowa,2020-12-31,5.471,281712,3891,1.0,1645.0
5377,Iowa,2021-01-01,2.0180000000000002,282980,3898,1.0,1268.0
5378,Iowa,2021-01-02,3.8760000000000003,283895,3946,1.0,915.0
5379,Iowa,2021-01-03,2.468,284715,3946,1.0,820.0
5380,Iowa,2021-01-04,4.558,286356,3992,1.0,1641.0
5381,Iowa,2021-01-05,4.631,288298,3999,1.0,1942.0
5382,Iowa,2021-01-06,4.912,290776,4060,1.0,2478.0
5383,Iowa,2021-01-07,3.765,293189,4065,1.0,2413.0
5384,Iowa,2021-01-15,2.551,303927,4257,8.0,10738.0
5385,Iowa,2021-01-16,4.957,304748,4321,1.0,821.0
5386,Iowa,2021-01-17,2.8160000000000003,305151,4323,1.0,403.0
5387,Iowa,2021-01-18,5.245,306082,4324,1.0,931.0
5388,Iowa,2021-01-19,5.34,307302,4332,1.0,1220.0
5389,Iowa,2021-01-20,5.52,308787,4394,1.0,1485.0
5390,Iowa,2021-01-21,6.127999999999999,310440,4445,1.0,1653.0
5391,Iowa,2021-01-22,6.933,311695,4478,1.0,1255.0
5392,Iowa,2021-01-23,5.447,312625,4486,1.0,930.0
5393,Iowa,2021-01-24,2.7769999999999997,313140,4487,1.0,515.0
5394,Iowa,2021-01-25,2.8789999999999996,313907,4488,1.0,767.0
5395,Iowa,2021-01-26,1.4969999999999999,315002,4492,1.0,1095.0
5396,Iowa,2021-01-27,5.289,316114,4500,1.0,1112.0
5397,Iowa,2021-01-28,4.9719999999999995,317124,4532,1.0,1010.0
5398,Iowa,2021-01-29,5.852,317689,4577,1.0,565.0
5399,Iowa,2021-01-30,3.2439999999999998,319110,4651,1.0,1421.0
5400,Iowa,2021-01-31,1.4280000000000002,319408,4901,1.0,298.0
5401,Iowa,2021-02-01,4.999,320187,4906,1.0,779.0
5402,Iowa,2021-02-02,5.401,321274,4919,1.0,1087.0
5403,Iowa,2021-02-03,5.718,322308,4975,1.0,1034.0
5404,Iowa,2021-02-04,1.262,323216,5033,1.0,908.0
5405,Iowa,2021-02-05,5.181,323797,5067,1.0,581.0
5406,Iowa,2021-02-06,3.614,324306,5108,1.0,509.0
5407,Iowa,2021-02-07,2.0340000000000003,324590,5108,1.0,284.0
5408,Iowa,2021-02-08,4.544,325219,5110,1.0,629.0
5409,Iowa,2021-02-09,5.27,326150,5145,1.0,931.0
5410,Iowa,2021-02-10,5.403,327061,5174,1.0,911.0
5411,Iowa,2021-02-11,5.216,327432,5196,1.0,371.0
5412,Iowa,2021-02-12,5.649,328565,5223,1.0,1133.0
5413,Iowa,2021-02-13,3.862,329039,5236,1.0,474.0
5414,Iowa,2021-02-14,2.099,329258,5236,1.0,219.0
5415,Iowa,2021-02-15,3.2939999999999996,329726,5237,1.0,468.0
5416,Iowa,2021-02-16,4.652,330318,5263,1.0,592.0
5417,Iowa,2021-02-17,5.606,330906,5306,1.0,588.0
5418,Iowa,2021-02-18,6.068,331502,5321,1.0,596.0
5419,Iowa,2021-02-19,7.441,331747,5336,1.0,245.0
5420,Iowa,2021-02-20,7.18,332225,5336,1.0,478.0
5421,Iowa,2021-02-21,2.14,332640,5336,1.0,415.0
5422,Iowa,2021-02-22,5.324,333087,5374,1.0,447.0
5423,Iowa,2021-02-23,6.072,333962,5400,1.0,875.0
5424,Iowa,2021-02-24,6.287999999999999,334665,5415,1.0,703.0
5425,Iowa,2021-02-25,6.654,335222,5438,1.0,557.0
5426,Iowa,2021-02-26,7.869,335840,5463,1.0,618.0
5427,Iowa,2021-02-27,8.351,336270,5470,1.0,430.0
5428,Iowa,2021-02-28,4.829,336455,5470,1.0,185.0
5429,Iowa,2021-03-01,6.193,336890,5472,1.0,435.0
5430,Iowa,2021-03-02,6.432,337496,5498,1.0,606.0
5431,Iowa,2021-03-03,6.706,338009,5501,1.0,513.0
5432,Iowa,2021-03-04,6.822,338588,5536,1.0,579.0
5433,Iowa,2021-03-05,8.482000000000001,339121,5549,1.0,533.0
5434,Iowa,2021-03-06,8.392000000000001,339511,5553,1.0,390.0
5435,Iowa,2021-03-07,5.476,339672,5559,1.0,161.0
5436,Iowa,2021-03-08,6.348,340128,5560,1.0,456.0
5437,Iowa,2021-03-09,6.685,340891,5575,1.0,763.0
5438,Iowa,2021-03-10,6.782,341378,5602,1.0,487.0
5439,Iowa,2021-03-11,7.14,341837,5622,1.0,459.0
5440,Iowa,2021-03-12,8.878,342343,5632,1.0,506.0
5441,Iowa,2021-03-13,7.497999999999999,342705,5634,1.0,362.0
5442,Iowa,2021-03-14,4.54,342886,5642,1.0,181.0
5443,Iowa,2021-03-15,3.95,343303,5643,1.0,417.0
5444,Iowa,2021-03-16,6.48,343851,5658,1.0,548.0
5445,Iowa,2021-03-17,7.08,344268,5668,1.0,417.0
5446,Iowa,2021-03-18,7.662000000000001,344860,5673,1.0,592.0
5447,Iowa,2021-03-19,9.526,345304,5673,1.0,444.0
5448,Iowa,2021-03-20,8.601,345644,5675,1.0,340.0
5449,Iowa,2021-03-21,5.7010000000000005,345785,5676,1.0,141.0
5450,Iowa,2021-03-22,6.372999999999999,346218,5676,1.0,433.0
5451,Kansas,2020-03-07,7.837000000000001,1,0,-380.0,-346217.0
5452,Kansas,2020-03-08,5.207999999999999,1,0,1.0,0.0
5453,Kansas,2020-03-09,6.736000000000001,1,0,1.0,0.0
5454,Kansas,2020-03-10,7.428999999999999,1,0,1.0,0.0
5455,Kansas,2020-03-11,7.834,1,0,1.0,0.0
5456,Kansas,2020-03-12,7.888999999999999,5,1,1.0,4.0
5457,Kansas,2020-03-13,7.996,6,1,1.0,1.0
5458,Kansas,2020-03-14,4.6819999999999995,8,1,1.0,2.0
5459,Kansas,2020-03-15,2.841,9,1,1.0,1.0
5460,Kansas,2020-03-16,5.275,11,1,1.0,2.0
5461,Kansas,2020-03-17,4.6339999999999995,17,1,1.0,6.0
5462,Kansas,2020-03-18,4.121,22,1,1.0,5.0
5463,Kansas,2020-03-19,3.949,35,1,1.0,13.0
5464,Kansas,2020-03-20,4.444,49,1,1.0,14.0
5465,Kansas,2020-03-21,2.123,57,2,1.0,8.0
5466,Kansas,2020-03-22,0.785,66,2,1.0,9.0
5467,Kansas,2020-03-23,3.178,82,2,1.0,16.0
5468,Kansas,2020-03-24,2.21,102,3,1.0,20.0
5469,Kansas,2020-03-25,2.63,134,3,1.0,32.0
5470,Kansas,2020-03-26,2.39,173,3,1.0,39.0
5471,Kansas,2020-03-27,2.6639999999999997,213,4,1.0,40.0
5472,Kansas,2020-03-28,1.265,272,6,1.0,59.0
5473,Kansas,2020-03-29,0.871,333,7,1.0,61.0
5474,Kansas,2020-03-30,1.663,374,9,1.0,41.0
5475,Kansas,2020-03-31,2.11,435,10,1.0,61.0
5476,Kansas,2020-04-01,2.219,489,11,1.0,54.0
5477,Kansas,2020-04-02,2.026,554,14,1.0,65.0
5478,Kansas,2020-04-03,1.76,625,19,1.0,71.0
5479,Kansas,2020-04-04,0.929,702,21,1.0,77.0
5480,Kansas,2020-04-05,0.386,769,23,1.0,67.0
5481,Kansas,2020-04-06,1.786,854,25,1.0,85.0
5482,Kansas,2020-04-07,2.386,905,30,1.0,51.0
5483,Kansas,2020-04-08,2.44,1055,38,1.0,150.0
5484,Kansas,2020-04-09,2.23,1116,42,1.0,61.0
5485,Kansas,2020-04-10,2.8369999999999997,1180,50,1.0,64.0
5486,Kansas,2020-04-11,1.774,1282,55,1.0,102.0
5487,Kansas,2020-04-12,0.040999999999999995,1337,56,1.0,55.0
5488,Kansas,2020-04-13,1.6669999999999998,1384,63,1.0,47.0
5489,Kansas,2020-04-14,2.022,1440,69,1.0,56.0
5490,Kansas,2020-04-15,2.502,1503,76,1.0,63.0
5491,Kansas,2020-04-16,2.019,1595,80,1.0,92.0
5492,Kansas,2020-04-17,2.702,1732,84,1.0,137.0
5493,Kansas,2020-04-18,2.176,1820,86,1.0,88.0
5494,Kansas,2020-04-19,0.97,1897,94,1.0,77.0
5495,Kansas,2020-04-21,3.174,2114,107,2.0,217.0
5496,Kansas,2020-04-22,2.5380000000000003,2291,111,1.0,177.0
5497,Kansas,2020-04-23,3.472,2626,112,1.0,335.0
5498,Kansas,2020-04-24,2.859,2842,117,1.0,216.0
5499,Kansas,2020-04-25,2.625,3091,119,1.0,249.0
5500,Kansas,2020-04-26,1.4509999999999998,3198,120,1.0,107.0
5501,Kansas,2020-04-27,3.033,3407,126,1.0,209.0
5502,Kansas,2020-04-28,3.063,3601,127,1.0,194.0
5503,Kansas,2020-04-29,3.1689999999999996,3811,132,1.0,210.0
5504,Kansas,2020-04-30,4.052,4305,133,1.0,494.0
5505,Kansas,2020-05-01,5.265,4510,136,1.0,205.0
5506,Kansas,2020-05-02,3.772,4863,140,1.0,353.0
5507,Kansas,2020-05-03,2.6489999999999996,5177,142,1.0,314.0
5508,Kansas,2020-05-04,2.88,5385,154,1.0,208.0
5509,Kansas,2020-05-05,4.216,5627,160,1.0,242.0
5510,Kansas,2020-05-06,5.138,5893,163,1.0,266.0
5511,Kansas,2020-05-07,3.633,6240,164,1.0,347.0
5512,Kansas,2020-05-08,4.838,6751,167,1.0,511.0
5513,Kansas,2020-05-09,4.088,6923,172,1.0,172.0
5514,Kansas,2020-05-10,3.162,7045,172,1.0,122.0
5515,Kansas,2020-05-11,2.898,7161,174,1.0,116.0
5516,Kansas,2020-05-12,3.7439999999999998,7352,178,1.0,191.0
5517,Kansas,2020-05-13,2.8110000000000004,7552,179,1.0,200.0
5518,Kansas,2020-05-14,3.264,7668,181,1.0,116.0
5519,Kansas,2020-05-15,4.272,8006,187,1.0,338.0
5520,Kansas,2020-05-16,3.823,8059,189,1.0,53.0
5521,Kansas,2020-05-17,3.0810000000000004,8066,189,1.0,7.0
5522,Kansas,2020-05-18,4.666,8439,190,1.0,373.0
5523,Kansas,2020-05-19,4.553,8488,193,1.0,49.0
5524,Kansas,2020-05-20,5.4879999999999995,8661,197,1.0,173.0
5525,Kansas,2020-05-21,5.672000000000001,8771,199,1.0,110.0
5526,Kansas,2020-05-22,6.515,9068,200,1.0,297.0
5527,Kansas,2020-05-23,5.439,9119,200,1.0,51.0
5528,Kansas,2020-05-24,3.565,9135,200,1.0,16.0
5529,Kansas,2020-05-25,2.131,9272,201,1.0,137.0
5530,Kansas,2020-05-26,4.747,9352,204,1.0,80.0
5531,Kansas,2020-05-27,5.726,9453,207,1.0,101.0
5532,Kansas,2020-05-28,5.144,9513,209,1.0,60.0
5533,Kansas,2020-05-30,4.07,9847,209,2.0,334.0
5534,Kansas,2020-05-31,3.615,9878,211,1.0,31.0
5535,Kansas,2020-06-01,5.763999999999999,10103,217,1.0,225.0
5536,Kansas,2020-06-02,5.483,10143,227,1.0,40.0
5537,Kansas,2020-06-03,6.312,10281,227,1.0,138.0
5538,Kansas,2020-06-04,6.25,10332,230,1.0,51.0
5539,Kansas,2020-06-05,7.438,10493,233,1.0,161.0
5540,Kansas,2020-06-06,6.297000000000001,10517,234,1.0,24.0
5541,Kansas,2020-06-07,3.992,10549,234,1.0,32.0
5542,Kansas,2020-06-08,6.176,10724,237,1.0,175.0
5543,Kansas,2020-06-09,6.143,10786,238,1.0,62.0
5544,Kansas,2020-06-10,6.231,10931,241,1.0,145.0
5545,Kansas,2020-06-11,6.694,10984,242,1.0,53.0
5546,Kansas,2020-06-12,6.784,11152,243,1.0,168.0
5547,Kansas,2020-06-13,6.398,11195,244,1.0,43.0
5548,Kansas,2020-06-14,3.802,11247,244,1.0,52.0
5549,Kansas,2020-06-15,5.132000000000001,11516,246,1.0,269.0
5550,Kansas,2020-06-16,6.097,11569,246,1.0,53.0
5551,Kansas,2020-06-17,6.632000000000001,11801,248,1.0,232.0
5552,Kansas,2020-06-18,6.837999999999999,11886,252,1.0,85.0
5553,Kansas,2020-06-19,6.399,12168,254,1.0,282.0
5554,Kansas,2020-06-20,5.789,12218,257,1.0,50.0
5555,Kansas,2020-06-21,4.7010000000000005,12258,258,1.0,40.0
5556,Kansas,2020-06-22,5.359,12576,260,1.0,318.0
5557,Kansas,2020-06-23,6.619,12659,261,1.0,83.0
5558,Kansas,2020-06-24,6.079,13110,262,1.0,451.0
5559,Kansas,2020-06-25,6.979,13207,263,1.0,97.0
5560,Kansas,2020-06-26,7.537999999999999,13729,266,1.0,522.0
5561,Kansas,2020-06-27,6.32,13767,269,1.0,38.0
5562,Kansas,2020-06-28,4.705,14016,272,1.0,249.0
5563,Kansas,2020-06-29,5.675,14568,276,1.0,552.0
5564,Kansas,2020-06-30,6.662999999999999,14629,276,1.0,61.0
5565,Kansas,2020-07-01,6.874,15142,280,1.0,513.0
5566,Kansas,2020-07-02,7.2620000000000005,15226,282,1.0,84.0
5567,Kansas,2020-07-03,6.577999999999999,16015,283,1.0,789.0
5568,Kansas,2020-07-04,4.793,16165,284,1.0,150.0
5569,Kansas,2020-07-05,3.7539999999999996,16289,287,1.0,124.0
5570,Kansas,2020-07-06,5.997999999999999,17082,288,1.0,793.0
5571,Kansas,2020-07-07,6.517,17157,290,1.0,75.0
5572,Kansas,2020-07-08,6.7,17807,291,1.0,650.0
5573,Kansas,2020-07-09,6.3629999999999995,18031,294,1.0,224.0
5574,Kansas,2020-07-10,7.894,18799,294,1.0,768.0
5575,Kansas,2020-07-11,5.8,18983,294,1.0,184.0
5576,Kansas,2020-07-12,4.879,19295,300,1.0,312.0
5577,Kansas,2020-07-13,6.032,20265,301,1.0,970.0
5578,Kansas,2020-07-14,6.218999999999999,20347,303,1.0,82.0
5579,Kansas,2020-07-15,5.864,21157,308,1.0,810.0
5580,Kansas,2020-07-16,6.277,21273,309,1.0,116.0
5581,Kansas,2020-07-17,6.327999999999999,22199,310,1.0,926.0
5582,Kansas,2020-07-18,5.295,22238,312,1.0,39.0
5583,Kansas,2020-07-19,3.475,22459,313,1.0,221.0
5584,Kansas,2020-07-20,5.05,23544,318,1.0,1085.0
5585,Kansas,2020-07-21,5.206,23606,319,1.0,62.0
5586,Kansas,2020-07-22,5.742000000000001,24376,324,1.0,770.0
5587,Kansas,2020-07-23,5.684,24518,326,1.0,142.0
5588,Kansas,2020-07-24,6.9479999999999995,25403,330,1.0,885.0
5589,Kansas,2020-07-25,5.206,25464,333,1.0,61.0
5590,Kansas,2020-07-26,3.645,25649,335,1.0,185.0
5591,Kansas,2020-07-27,4.8069999999999995,26439,338,1.0,790.0
5592,Kansas,2020-07-28,5.462000000000001,26494,344,1.0,55.0
5593,Kansas,2020-07-29,4.986000000000001,27177,349,1.0,683.0
5594,Kansas,2020-07-30,5.178999999999999,27244,357,1.0,67.0
5595,Kansas,2020-07-31,6.129,28121,358,1.0,877.0
5596,Kansas,2020-08-01,5.392,28147,358,1.0,26.0
5597,Kansas,2020-08-02,3.113,28341,361,1.0,194.0
5598,Kansas,2020-08-03,4.814,29200,366,1.0,859.0
5599,Kansas,2020-08-04,5.732,29259,367,1.0,59.0
5600,Kansas,2020-08-05,6.156000000000001,30047,371,1.0,788.0
5601,Kansas,2020-08-06,5.772,30153,376,1.0,106.0
5602,Kansas,2020-08-07,6.715,30966,380,1.0,813.0
5603,Kansas,2020-08-08,5.664,30992,380,1.0,26.0
5604,Kansas,2020-08-09,3.19,31145,380,1.0,153.0
5605,Kansas,2020-08-10,5.21,32094,387,1.0,949.0
5606,Kansas,2020-08-11,5.829,32181,388,1.0,87.0
5607,Kansas,2020-08-12,5.841,32977,397,1.0,796.0
5608,Kansas,2020-08-13,5.949,33087,403,1.0,110.0
