,state,date,m50,cases,deaths,difference,new_cases
0,Alabama,2020-03-13,12.269,6,0,,
1,Alabama,2020-03-14,9.379,12,0,1.0,6.0
2,Alabama,2020-03-15,6.3839999999999995,23,0,1.0,11.0
3,Alabama,2020-03-16,9.49,29,0,1.0,6.0
4,Alabama,2020-03-17,8.263,39,0,1.0,10.0
5,Alabama,2020-03-18,7.662000000000001,51,0,1.0,12.0
6,Alabama,2020-03-19,7.8629999999999995,78,0,1.0,27.0
7,Alabama,2020-03-20,8.325,106,0,1.0,28.0
8,Alabama,2020-03-21,5.233,131,0,1.0,25.0
9,Alabama,2020-03-22,2.903,157,0,1.0,26.0
10,Alabama,2020-03-23,5.398,196,0,1.0,39.0
11,Alabama,2020-03-24,5.519,242,0,1.0,46.0
12,Alabama,2020-03-25,6.305,386,1,1.0,144.0
13,Alabama,2020-03-26,6.3629999999999995,538,3,1.0,152.0
14,Alabama,2020-03-27,6.956,639,4,1.0,101.0
15,Alabama,2020-03-28,4.772,720,4,1.0,81.0
16,Alabama,2020-03-29,2.739,830,5,1.0,110.0
17,Alabama,2020-03-30,5.148,947,11,1.0,117.0
18,Alabama,2020-03-31,4.49,999,14,1.0,52.0
19,Alabama,2020-04-01,5.619,1108,28,1.0,109.0
20,Alabama,2020-04-02,5.876,1270,32,1.0,162.0
21,Alabama,2020-04-03,6.624,1535,38,1.0,265.0
22,Alabama,2020-04-04,4.2410000000000005,1632,44,1.0,97.0
23,Alabama,2020-04-05,1.1909999999999998,1840,45,1.0,208.0
24,Alabama,2020-04-06,4.476,2005,53,1.0,165.0
25,Alabama,2020-04-07,4.3260000000000005,2197,64,1.0,192.0
26,Alabama,2020-04-08,4.519,2498,67,1.0,301.0
27,Alabama,2020-04-09,5.287000000000001,2838,78,1.0,340.0
28,Alabama,2020-04-10,6.14,3008,80,1.0,170.0
29,Alabama,2020-04-11,4.705,3262,93,1.0,254.0
30,Alabama,2020-04-12,0.076,3583,93,1.0,321.0
31,Alabama,2020-04-13,5.278,3805,104,1.0,222.0
32,Alabama,2020-04-14,5.441,3953,114,1.0,148.0
33,Alabama,2020-04-15,5.957999999999999,4241,123,1.0,288.0
34,Alabama,2020-04-16,6.255,4404,137,1.0,163.0
35,Alabama,2020-04-17,7.167000000000001,4572,151,1.0,168.0
36,Alabama,2020-04-18,5.252999999999999,4723,147,1.0,151.0
37,Alabama,2020-04-19,0.523,4903,160,1.0,180.0
38,Alabama,2020-04-21,6.577000000000001,5327,186,2.0,424.0
39,Alabama,2020-04-22,6.622999999999999,5610,201,1.0,283.0
40,Alabama,2020-04-23,4.9719999999999995,5832,197,1.0,222.0
41,Alabama,2020-04-24,7.584,6026,209,1.0,194.0
42,Alabama,2020-04-25,5.287000000000001,6213,213,1.0,187.0
43,Alabama,2020-04-26,3.543,6421,219,1.0,208.0
44,Alabama,2020-04-27,6.562,6539,228,1.0,118.0
45,Alabama,2020-04-28,6.961,6750,242,1.0,211.0
46,Alabama,2020-04-29,6.0120000000000005,6925,262,1.0,175.0
47,Alabama,2020-04-30,8.113999999999999,7068,272,1.0,143.0
48,Alabama,2020-05-01,9.946,7294,289,1.0,226.0
49,Alabama,2020-05-02,7.787000000000001,7611,288,1.0,317.0
50,Alabama,2020-05-03,6.562,7888,290,1.0,277.0
51,Alabama,2020-05-04,8.03,8112,298,1.0,224.0
52,Alabama,2020-05-05,8.695,8437,315,1.0,325.0
53,Alabama,2020-05-06,10.192,8691,343,1.0,254.0
54,Alabama,2020-05-07,9.17,9046,369,1.0,355.0
55,Alabama,2020-05-08,9.015,9385,383,1.0,339.0
56,Alabama,2020-05-09,8.331,9668,390,1.0,283.0
57,Alabama,2020-05-10,7.1160000000000005,9889,393,1.0,221.0
58,Alabama,2020-05-11,8.113,10164,403,1.0,275.0
59,Alabama,2020-05-12,9.253,10464,435,1.0,300.0
60,Alabama,2020-05-13,8.275,10700,450,1.0,236.0
61,Alabama,2020-05-14,8.451,11101,473,1.0,401.0
62,Alabama,2020-05-15,9.478,11373,483,1.0,272.0
63,Alabama,2020-05-16,8.529,11674,485,1.0,301.0
64,Alabama,2020-05-17,5.85,11771,488,1.0,97.0
65,Alabama,2020-05-18,8.206,12086,489,1.0,315.0
66,Alabama,2020-05-19,8.324,12376,504,1.0,290.0
67,Alabama,2020-05-20,9.386000000000001,13052,522,1.0,676.0
68,Alabama,2020-05-21,10.121,13414,529,1.0,362.0
69,Alabama,2020-05-22,11.027000000000001,13670,541,1.0,256.0
70,Alabama,2020-05-23,8.658,14149,549,1.0,479.0
71,Alabama,2020-05-24,7.191,14478,551,1.0,329.0
72,Alabama,2020-05-25,6.454,14986,566,1.0,508.0
73,Alabama,2020-05-26,8.732000000000001,15650,580,1.0,664.0
74,Alabama,2020-05-27,9.196,16032,583,1.0,382.0
75,Alabama,2020-05-28,9.564,16530,591,1.0,498.0
76,Alabama,2020-05-30,6.919,17359,618,2.0,829.0
77,Alabama,2020-05-31,6.622999999999999,17952,630,1.0,593.0
78,Alabama,2020-06-01,9.589,18534,646,1.0,582.0
79,Alabama,2020-06-02,8.748,18771,653,1.0,237.0
80,Alabama,2020-06-03,10.029,18851,653,1.0,80.0
81,Alabama,2020-06-04,9.876,19072,653,1.0,221.0
82,Alabama,2020-06-05,10.831,19387,676,1.0,315.0
83,Alabama,2020-06-06,9.461,20043,689,1.0,656.0
84,Alabama,2020-06-07,6.062,20500,692,1.0,457.0
85,Alabama,2020-06-08,8.99,20925,718,1.0,425.0
86,Alabama,2020-06-09,9.879,21422,729,1.0,497.0
87,Alabama,2020-06-10,9.726,21989,744,1.0,567.0
88,Alabama,2020-06-11,10.547,22845,755,1.0,856.0
89,Alabama,2020-06-12,10.55,23710,769,1.0,865.0
90,Alabama,2020-06-13,10.025,24601,773,1.0,891.0
91,Alabama,2020-06-14,6.691,25615,773,1.0,1014.0
92,Alabama,2020-06-15,8.597000000000001,26272,774,1.0,657.0
93,Alabama,2020-06-16,9.738999999999999,26912,785,1.0,640.0
94,Alabama,2020-06-17,10.315999999999999,27312,790,1.0,400.0
95,Alabama,2020-06-18,10.725,28206,810,1.0,894.0
96,Alabama,2020-06-19,11.038,29002,822,1.0,796.0
97,Alabama,2020-06-20,10.004,29549,838,1.0,547.0
98,Alabama,2020-06-21,7.992000000000001,30021,839,1.0,472.0
99,Alabama,2020-06-22,8.255,30454,841,1.0,433.0
100,Alabama,2020-06-23,9.454,31097,864,1.0,643.0
101,Alabama,2020-06-24,8.882,32064,891,1.0,967.0
102,Alabama,2020-06-25,10.456,33206,896,1.0,1142.0
103,Alabama,2020-06-26,10.993,34183,907,1.0,977.0
104,Alabama,2020-06-27,10.017000000000001,35083,919,1.0,900.0
105,Alabama,2020-06-28,7.571000000000001,35441,919,1.0,358.0
106,Alabama,2020-06-29,8.926,37175,929,1.0,1734.0
107,Alabama,2020-06-30,9.955,38045,950,1.0,870.0
108,Alabama,2020-07-01,9.926,38962,972,1.0,917.0
109,Alabama,2020-07-02,10.925,40111,985,1.0,1149.0
110,Alabama,2020-07-03,10.137,41865,1006,1.0,1754.0
111,Alabama,2020-07-04,7.604,42862,1007,1.0,997.0
112,Alabama,2020-07-05,6.882000000000001,43953,1007,1.0,1091.0
113,Alabama,2020-07-06,9.397,44878,1007,1.0,925.0
114,Alabama,2020-07-07,9.863999999999999,45785,1033,1.0,907.0
115,Alabama,2020-07-08,10.270999999999999,46962,1058,1.0,1177.0
116,Alabama,2020-07-09,10.54,49174,1068,1.0,2212.0
117,Alabama,2020-07-10,11.624,50508,1104,1.0,1334.0
118,Alabama,2020-07-11,10.464,51947,1114,1.0,1439.0
119,Alabama,2020-07-12,6.9879999999999995,53587,1121,1.0,1640.0
120,Alabama,2020-07-13,9.922,55545,1124,1.0,1958.0
121,Alabama,2020-07-14,10.725999999999999,57255,1164,1.0,1710.0
122,Alabama,2020-07-15,10.175,59067,1211,1.0,1812.0
123,Alabama,2020-07-16,10.231,61088,1230,1.0,2021.0
124,Alabama,2020-07-17,11.163,63091,1265,1.0,2003.0
125,Alabama,2020-07-18,9.662,65234,1286,1.0,2143.0
126,Alabama,2020-07-19,6.609,67011,1287,1.0,1777.0
127,Alabama,2020-07-20,8.892999999999999,68891,1291,1.0,1880.0
128,Alabama,2020-07-21,9.105,70358,1303,1.0,1467.0
129,Alabama,2020-07-22,9.371,71813,1364,1.0,1455.0
130,Alabama,2020-07-23,9.516,74212,1397,1.0,2399.0
131,Alabama,2020-07-24,10.672,76005,1438,1.0,1793.0
132,Alabama,2020-07-25,8.504,78130,1456,1.0,2125.0
133,Alabama,2020-07-26,6.568,79294,1473,1.0,1164.0
134,Alabama,2020-07-27,8.783999999999999,81115,1491,1.0,1821.0
135,Alabama,2020-07-28,9.126,82366,1491,1.0,1251.0
136,Alabama,2020-07-29,8.959,83782,1538,1.0,1416.0
137,Alabama,2020-07-30,9.607000000000001,85762,1565,1.0,1980.0
138,Alabama,2020-07-31,10.267999999999999,87723,1580,1.0,1961.0
139,Alabama,2020-08-01,9.274,89349,1603,1.0,1626.0
140,Alabama,2020-08-02,6.006,91444,1627,1.0,2095.0
141,Alabama,2020-08-03,8.487,92661,1633,1.0,1217.0
142,Alabama,2020-08-04,9.515,93702,1666,1.0,1041.0
143,Alabama,2020-08-05,9.889,94654,1695,1.0,952.0
144,Alabama,2020-08-06,9.529,96592,1714,1.0,1938.0
145,Alabama,2020-08-07,10.644,98301,1735,1.0,1709.0
146,Alabama,2020-08-08,9.432,100173,1755,1.0,1872.0
147,Alabama,2020-08-09,6.513999999999999,101334,1768,1.0,1161.0
148,Alabama,2020-08-10,8.963,103020,1797,1.0,1686.0
149,Alabama,2020-08-11,9.288,103851,1847,1.0,831.0
150,Alabama,2020-08-12,9.436,104786,1882,1.0,935.0
151,Alabama,2020-08-13,9.654,105557,1890,1.0,771.0
152,Alabama,2020-08-14,10.54,106309,1893,1.0,752.0
153,Alabama,2020-08-15,9.426,107580,1896,1.0,1271.0
154,Alabama,2020-08-16,6.465,108433,1898,1.0,853.0
155,Alabama,2020-08-17,8.59,109004,1925,1.0,571.0
156,Alabama,2020-08-18,9.265,110361,1936,1.0,1357.0
157,Alabama,2020-08-19,9.217,111478,1944,1.0,1117.0
158,Alabama,2020-08-20,9.827,112449,1974,1.0,971.0
159,Alabama,2020-08-21,11.132,113632,1996,1.0,1183.0
160,Alabama,2020-08-22,8.912,114532,2011,1.0,900.0
161,Alabama,2020-08-23,6.513,115060,2013,1.0,528.0
162,Alabama,2020-08-24,8.904,116710,2024,1.0,1650.0
163,Alabama,2020-08-25,9.113999999999999,117242,2037,1.0,532.0
164,Alabama,2020-08-26,9.355,119254,2045,1.0,2012.0
165,Alabama,2020-08-27,9.814,121023,2076,1.0,1769.0
166,Alabama,2020-08-28,9.92,122185,2107,1.0,1162.0
167,Alabama,2020-08-29,8.718,123889,2152,1.0,1704.0
168,Alabama,2020-08-30,5.952999999999999,125235,2162,1.0,1346.0
169,Alabama,2020-08-31,8.564,126058,2182,1.0,823.0
170,Alabama,2020-09-01,9.522,127616,2200,1.0,1558.0
171,Alabama,2020-09-02,9.767000000000001,128239,2217,1.0,623.0
172,Alabama,2020-09-03,10.286,129285,2233,1.0,1046.0
173,Alabama,2020-09-04,11.585999999999999,130393,2266,1.0,1108.0
174,Alabama,2020-09-05,8.888,131803,2275,1.0,1410.0
175,Alabama,2020-09-06,6.85,132314,2276,1.0,511.0
176,Alabama,2020-09-07,7.422000000000001,132973,2276,1.0,659.0
177,Alabama,2020-09-08,9.199,133606,2277,1.0,633.0
178,Alabama,2020-09-09,9.6,134417,2285,1.0,811.0
179,Alabama,2020-09-10,9.765,135565,2301,1.0,1148.0
180,Alabama,2020-09-11,11.159,136703,2333,1.0,1138.0
181,Alabama,2020-09-12,8.933,137646,2350,1.0,943.0
182,Alabama,2020-09-13,6.82,138755,2351,1.0,1109.0
183,Alabama,2020-09-14,8.961,139459,2355,1.0,704.0
184,Alabama,2020-09-15,7.8420000000000005,140160,2387,1.0,701.0
185,Alabama,2020-09-16,7.227,141087,2392,1.0,927.0
186,Alabama,2020-09-17,9.511000000000001,141757,2401,1.0,670.0
187,Alabama,2020-09-18,11.592,142863,2428,1.0,1106.0
188,Alabama,2020-09-19,9.262,144164,2437,1.0,1301.0
189,Alabama,2020-09-20,7.085,144962,2437,1.0,798.0
190,Alabama,2020-09-21,8.933,145780,2439,1.0,818.0
191,Alabama,2020-09-22,9.59,146584,2457,1.0,804.0
192,Alabama,2020-09-23,9.646,147153,2488,1.0,569.0
193,Alabama,2020-09-24,9.347999999999999,148206,2506,1.0,1053.0
194,Alabama,2020-09-25,11.241,150658,2491,1.0,2452.0
195,Alabama,2020-09-26,9.065,151591,2501,1.0,933.0
196,Alabama,2020-09-27,7.22,152321,2502,1.0,730.0
197,Alabama,2020-09-28,9.232000000000001,152983,2501,1.0,662.0
198,Alabama,2020-09-29,10.201,153554,2517,1.0,571.0
199,Alabama,2020-09-30,10.600999999999999,154701,2540,1.0,1147.0
200,Alabama,2020-10-01,11.339,155744,2548,1.0,1043.0
201,Alabama,2020-10-02,12.398,156698,2550,1.0,954.0
202,Alabama,2020-10-03,9.457,158380,2558,1.0,1682.0
203,Alabama,2020-10-04,7.087999999999999,159169,2558,1.0,789.0
204,Alabama,2020-10-05,8.887,159713,2559,1.0,544.0
205,Alabama,2020-10-06,9.97,160477,2580,1.0,764.0
206,Alabama,2020-10-07,10.226,161418,2601,1.0,941.0
207,Alabama,2020-10-09,10.386,163465,2653,2.0,2047.0
208,Alabama,2020-10-10,6.678999999999999,164526,2664,1.0,1061.0
209,Alabama,2020-10-11,6.337000000000001,165342,2664,1.0,816.0
210,Alabama,2020-10-12,8.908,166076,2665,1.0,734.0
211,Alabama,2020-10-13,9.883,167193,2665,1.0,1117.0
212,Alabama,2020-10-14,10.049,167977,2706,1.0,784.0
213,Alabama,2020-10-15,10.422,169162,2756,1.0,1185.0
214,Alabama,2020-10-16,11.758,170374,2786,1.0,1212.0
215,Alabama,2020-10-17,10.436,171662,2788,1.0,1288.0
216,Alabama,2020-10-18,7.894,172626,2788,1.0,964.0
217,Alabama,2020-10-19,9.57,173485,2789,1.0,859.0
218,Alabama,2020-10-20,9.834,174528,2805,1.0,1043.0
219,Alabama,2020-10-21,9.98,175674,2828,1.0,1146.0
220,Alabama,2020-10-22,9.908,177064,2843,1.0,1390.0
221,Alabama,2020-10-23,11.684000000000001,180916,2859,1.0,3852.0
222,Alabama,2020-10-24,8.052999999999999,183276,2866,1.0,2360.0
223,Alabama,2020-10-25,6.684,184355,2866,1.0,1079.0
224,Alabama,2020-10-26,8.868,185322,2866,1.0,967.0
225,Alabama,2020-10-27,9.398,186437,2892,1.0,1115.0
226,Alabama,2020-10-28,8.766,187706,2911,1.0,1269.0
227,Alabama,2020-10-29,9.253,189149,2914,1.0,1443.0
228,Alabama,2020-10-30,11.41,190496,2932,1.0,1347.0
229,Alabama,2020-10-31,8.896,192285,2967,1.0,1789.0
230,Alabama,2020-11-01,6.87,193985,2973,1.0,1700.0
231,Alabama,2020-11-02,8.917,194892,2973,1.0,907.0
232,Alabama,2020-11-03,9.277999999999999,195929,2987,1.0,1037.0
233,Alabama,2020-11-04,10.071,197777,3006,1.0,1848.0
234,Alabama,2020-11-05,9.666,199158,3026,1.0,1381.0
235,Alabama,2020-11-06,11.0,200714,3049,1.0,1556.0
236,Alabama,2020-11-07,9.24,202482,3082,1.0,1768.0
237,Alabama,2020-11-08,6.882000000000001,203687,3084,1.0,1205.0
238,Alabama,2020-11-09,8.321,204857,3084,1.0,1170.0
239,Alabama,2020-11-10,9.877,206567,3120,1.0,1710.0
240,Alabama,2020-11-11,9.089,208637,3201,1.0,2070.0
241,Alabama,2020-11-12,9.488,210637,3213,1.0,2000.0
242,Alabama,2020-11-13,11.288,213617,3231,1.0,2980.0
243,Alabama,2020-11-14,9.73,215843,3246,1.0,2226.0
244,Alabama,2020-11-15,6.957999999999999,217822,3248,1.0,1979.0
245,Alabama,2020-11-16,8.687999999999999,219232,3249,1.0,1410.0
246,Alabama,2020-11-17,9.37,220848,3301,1.0,1616.0
247,Alabama,2020-11-18,10.306,223486,3347,1.0,2638.0
248,Alabama,2020-11-19,10.695,225910,3419,1.0,2424.0
249,Alabama,2020-11-20,11.892000000000001,228373,3451,1.0,2463.0
250,Alabama,2020-11-21,9.853,230708,3457,1.0,2335.0
251,Alabama,2020-11-22,7.513999999999999,232506,3457,1.0,1798.0
252,Alabama,2020-11-23,9.253,234080,3459,1.0,1574.0
253,Alabama,2020-11-24,10.294,236865,3472,1.0,2785.0
254,Alabama,2020-11-25,9.863999999999999,239318,3532,1.0,2453.0
255,Alabama,2020-11-26,6.114,241957,3572,1.0,2639.0
256,Alabama,2020-11-27,8.273,242874,3572,1.0,917.0
257,Alabama,2020-11-28,7.16,244993,3572,1.0,2119.0
258,Alabama,2020-11-29,5.223,247229,3577,1.0,2236.0
259,Alabama,2020-11-30,8.351,249524,3578,1.0,2295.0
260,Alabama,2020-12-01,9.509,252900,3638,1.0,3376.0
261,Alabama,2020-12-02,9.64,256828,3711,1.0,3928.0
262,Alabama,2020-12-03,10.284,260359,3776,1.0,3531.0
263,Alabama,2020-12-04,10.647,264199,3831,1.0,3840.0
264,Alabama,2020-12-05,9.14,267589,3877,1.0,3390.0
265,Alabama,2020-12-06,6.831,269877,3889,1.0,2288.0
266,Alabama,2020-12-07,8.801,272229,3892,1.0,2352.0
267,Alabama,2020-12-08,10.229,276665,3942,1.0,4436.0
268,Alabama,2020-12-09,9.195,280187,3985,1.0,3522.0
269,Alabama,2020-12-10,9.15,284922,4034,1.0,4735.0
270,Alabama,2020-12-19,9.69,319904,4389,9.0,34982.0
271,Alabama,2020-12-20,8.27,322452,4389,1.0,2548.0
272,Alabama,2020-12-21,10.442,324832,4389,1.0,2380.0
273,Alabama,2020-12-22,10.139,329811,4452,1.0,4979.0
274,Alabama,2020-12-23,10.279000000000002,334569,4587,1.0,4758.0
275,Alabama,2020-12-24,7.617000000000001,338801,4676,1.0,4232.0
276,Alabama,2020-12-25,3.0780000000000003,342426,4680,1.0,3625.0
277,Alabama,2020-12-26,6.4270000000000005,343458,4685,1.0,1032.0
278,Alabama,2020-12-27,5.843999999999999,345628,4691,1.0,2170.0
279,Alabama,2020-12-28,8.357000000000001,347897,4712,1.0,2269.0
280,Alabama,2020-12-29,8.658999999999999,351804,4737,1.0,3907.0
281,Alabama,2020-12-30,9.226,356820,4774,1.0,5016.0
282,Alabama,2020-12-31,8.429,361226,4827,1.0,4406.0
283,Alabama,2021-01-01,4.563,365747,4872,1.0,4521.0
284,Alabama,2021-01-02,7.478,369458,4872,1.0,3711.0
285,Alabama,2021-01-03,6.058,371934,4873,1.0,2476.0
286,Alabama,2021-01-04,8.095,374095,4878,1.0,2161.0
287,Alabama,2021-01-05,7.7589999999999995,379593,4886,1.0,5498.0
288,Alabama,2021-01-06,8.508,384184,4994,1.0,4591.0
289,Alabama,2021-01-07,6.625,389230,5080,1.0,5046.0
290,Alabama,2021-01-15,10.199,417528,6030,8.0,28298.0
291,Alabama,2021-01-16,7.856,420681,6119,1.0,3153.0
292,Alabama,2021-01-17,5.949,422598,6120,1.0,1917.0
293,Alabama,2021-01-18,8.064,424028,6121,1.0,1430.0
294,Alabama,2021-01-19,8.732999999999999,426543,6126,1.0,2515.0
295,Alabama,2021-01-20,8.918,429655,6283,1.0,3112.0
296,Alabama,2021-01-21,8.964,432536,6379,1.0,2881.0
297,Alabama,2021-01-22,10.021,436087,6486,1.0,3551.0
298,Alabama,2021-01-23,8.664,439442,6657,1.0,3355.0
299,Alabama,2021-01-24,6.013,441170,6660,1.0,1728.0
300,Alabama,2021-01-25,7.872000000000001,443009,6662,1.0,1839.0
301,Alabama,2021-01-26,8.55,445909,6896,1.0,2900.0
302,Alabama,2021-01-27,8.776,449086,7172,1.0,3177.0
303,Alabama,2021-01-28,8.658999999999999,452734,7340,1.0,3648.0
304,Alabama,2021-01-29,9.431000000000001,455582,7566,1.0,2848.0
305,Alabama,2021-01-30,8.291,455582,7566,1.0,0.0
306,Alabama,2021-01-31,5.655,459639,7688,1.0,4057.0
307,Alabama,2021-02-01,8.322000000000001,460860,7688,1.0,1221.0
308,Alabama,2021-02-02,8.731,462938,7894,1.0,2078.0
309,Alabama,2021-02-03,9.035,465056,8203,1.0,2118.0
310,Alabama,2021-02-04,9.24,467823,8365,1.0,2767.0
311,Alabama,2021-02-05,10.196,469319,8449,1.0,1496.0
312,Alabama,2021-02-06,7.854,471311,8513,1.0,1992.0
313,Alabama,2021-02-07,6.186,472423,8515,1.0,1112.0
314,Alabama,2021-02-08,8.795,473348,8523,1.0,925.0
315,Alabama,2021-02-09,9.179,474666,8579,1.0,1318.0
316,Alabama,2021-02-10,9.44,476067,8888,1.0,1401.0
317,Alabama,2021-02-11,8.779,477570,9021,1.0,1503.0
318,Alabama,2021-02-12,10.173,478667,9180,1.0,1097.0
319,Alabama,2021-02-13,7.8229999999999995,479856,9242,1.0,1189.0
320,Alabama,2021-02-14,6.349,480931,9242,1.0,1075.0
321,Alabama,2021-02-15,3.833,481605,9244,1.0,674.0
322,Alabama,2021-02-16,1.838,482488,9257,1.0,883.0
323,Alabama,2021-02-17,8.075,483167,9346,1.0,679.0
324,Alabama,2021-02-18,7.7589999999999995,484365,9424,1.0,1198.0
325,Alabama,2021-02-19,10.394,485212,9573,1.0,847.0
326,Alabama,2021-02-20,9.586,485986,9590,1.0,774.0
327,Alabama,2021-02-21,7.388999999999999,486843,9592,1.0,857.0
328,Alabama,2021-02-22,9.243,487520,9592,1.0,677.0
329,Alabama,2021-02-23,10.01,488973,9660,1.0,1453.0
330,Alabama,2021-02-24,10.196,490220,9744,1.0,1247.0
331,Alabama,2021-02-25,10.759,491110,9831,1.0,890.0
332,Alabama,2021-02-26,11.302999999999999,491849,9869,1.0,739.0
333,Alabama,2021-02-27,10.718,492683,9930,1.0,834.0
334,Alabama,2021-02-28,8.232999999999999,493252,9929,1.0,569.0
335,Alabama,2021-03-01,9.496,493769,9931,1.0,517.0
336,Alabama,2021-03-02,9.426,494421,9991,1.0,652.0
337,Alabama,2021-03-03,10.543,497154,10029,1.0,2733.0
338,Alabama,2021-03-04,11.024000000000001,498076,10094,1.0,922.0
339,Alabama,2021-03-05,12.515,498887,10122,1.0,811.0
340,Alabama,2021-03-06,11.61,499411,10149,1.0,524.0
341,Alabama,2021-03-07,8.749,499819,10148,1.0,408.0
342,Alabama,2021-03-08,10.187999999999999,500092,10148,1.0,273.0
343,Alabama,2021-03-09,10.568,500616,10186,1.0,524.0
344,Alabama,2021-03-10,10.523,501398,10222,1.0,782.0
345,Alabama,2021-03-11,10.919,502263,10274,1.0,865.0
346,Alabama,2021-03-12,12.417,502711,10299,1.0,448.0
347,Alabama,2021-03-13,11.061,503305,10327,1.0,594.0
348,Alabama,2021-03-14,9.199,503673,10327,1.0,368.0
349,Alabama,2021-03-15,9.799,508229,10329,1.0,4556.0
350,Alabama,2021-03-16,9.774,508717,10337,1.0,488.0
351,Alabama,2021-03-17,7.377000000000001,509476,10363,1.0,759.0
352,Alabama,2021-03-18,11.385,510048,10391,1.0,572.0
353,Alabama,2021-03-19,13.219000000000001,510579,10425,1.0,531.0
354,Alabama,2021-03-20,12.835,511087,10436,1.0,508.0
355,Alabama,2021-03-21,9.141,511460,10436,1.0,373.0
356,Alabama,2021-03-22,11.140999999999998,511779,10436,1.0,319.0
357,Alaska,2020-03-12,3.605,1,0,-375.0,-511778.0
358,Alaska,2020-03-13,3.884,1,0,1.0,0.0
359,Alaska,2020-03-14,1.601,1,0,1.0,0.0
360,Alaska,2020-03-15,0.5589999999999999,1,0,1.0,0.0
361,Alaska,2020-03-16,2.9760000000000004,3,0,1.0,2.0
362,Alaska,2020-03-17,2.45,6,0,1.0,3.0
363,Alaska,2020-03-18,1.81,9,0,1.0,3.0
364,Alaska,2020-03-19,1.23,12,0,1.0,3.0
365,Alaska,2020-03-20,1.7830000000000001,14,0,1.0,2.0
366,Alaska,2020-03-21,0.04,21,0,1.0,7.0
367,Alaska,2020-03-22,0.04,22,0,1.0,1.0
368,Alaska,2020-03-23,0.278,36,0,1.0,14.0
369,Alaska,2020-03-24,0.16,42,0,1.0,6.0
370,Alaska,2020-03-25,0.114,59,0,1.0,17.0
371,Alaska,2020-03-26,0.168,69,0,1.0,10.0
372,Alaska,2020-03-27,0.278,85,1,1.0,16.0
373,Alaska,2020-03-28,0.038,102,1,1.0,17.0
374,Alaska,2020-03-29,0.031,114,2,1.0,12.0
375,Alaska,2020-03-30,0.052000000000000005,120,2,1.0,6.0
376,Alaska,2020-03-31,0.08900000000000001,133,2,1.0,13.0
377,Alaska,2020-04-01,0.067,143,2,1.0,10.0
378,Alaska,2020-04-02,0.061,146,2,1.0,3.0
379,Alaska,2020-04-03,0.34299999999999997,156,2,1.0,10.0
380,Alaska,2020-04-04,0.048,169,3,1.0,13.0
381,Alaska,2020-04-05,0.036000000000000004,183,4,1.0,14.0
382,Alaska,2020-04-06,0.094,189,4,1.0,6.0
383,Alaska,2020-04-07,0.08900000000000001,211,4,1.0,22.0
384,Alaska,2020-04-08,0.136,224,5,1.0,13.0
385,Alaska,2020-04-09,0.063,233,5,1.0,9.0
386,Alaska,2020-04-10,0.13699999999999998,244,5,1.0,11.0
387,Alaska,2020-04-11,0.044000000000000004,255,6,1.0,11.0
388,Alaska,2020-04-12,0.027999999999999997,270,6,1.0,15.0
389,Alaska,2020-04-13,0.064,275,6,1.0,5.0
390,Alaska,2020-04-14,0.174,283,7,1.0,8.0
391,Alaska,2020-04-15,0.14800000000000002,291,7,1.0,8.0
392,Alaska,2020-04-16,0.156,298,7,1.0,7.0
393,Alaska,2020-04-17,0.667,307,7,1.0,9.0
394,Alaska,2020-04-18,0.054000000000000006,312,7,1.0,5.0
395,Alaska,2020-04-19,0.036000000000000004,317,7,1.0,5.0
396,Alaska,2020-04-21,0.912,327,7,2.0,10.0
397,Alaska,2020-04-22,1.11,333,7,1.0,6.0
398,Alaska,2020-04-23,0.762,335,7,1.0,2.0
399,Alaska,2020-04-24,1.265,337,7,1.0,2.0
400,Alaska,2020-04-25,0.6559999999999999,337,7,1.0,0.0
401,Alaska,2020-04-26,0.13,339,7,1.0,2.0
402,Alaska,2020-04-27,1.341,343,7,1.0,4.0
403,Alaska,2020-04-28,1.4180000000000001,349,7,1.0,6.0
404,Alaska,2020-04-29,1.188,353,7,1.0,4.0
405,Alaska,2020-04-30,1.676,353,7,1.0,0.0
406,Alaska,2020-05-01,3.0860000000000003,362,7,1.0,9.0
407,Alaska,2020-05-02,2.0069999999999997,363,7,1.0,1.0
408,Alaska,2020-05-03,1.032,366,7,1.0,3.0
409,Alaska,2020-05-04,1.182,368,7,1.0,2.0
410,Alaska,2020-05-05,1.253,369,7,1.0,1.0
411,Alaska,2020-05-06,1.127,370,8,1.0,1.0
412,Alaska,2020-05-07,0.6759999999999999,373,8,1.0,3.0
413,Alaska,2020-05-08,1.22,376,8,1.0,3.0
414,Alaska,2020-05-09,0.594,377,8,1.0,1.0
415,Alaska,2020-05-10,0.094,378,8,1.0,1.0
416,Alaska,2020-05-11,0.38799999999999996,380,8,1.0,2.0
417,Alaska,2020-05-12,0.8490000000000001,383,8,1.0,3.0
418,Alaska,2020-05-13,1.392,383,8,1.0,0.0
419,Alaska,2020-05-14,1.2690000000000001,387,8,1.0,4.0
420,Alaska,2020-05-15,3.5,388,8,1.0,1.0
421,Alaska,2020-05-16,2.864,392,8,1.0,4.0
422,Alaska,2020-05-17,1.4809999999999999,396,8,1.0,4.0
423,Alaska,2020-05-18,2.168,399,8,1.0,3.0
424,Alaska,2020-05-19,2.53,399,8,1.0,0.0
